source_stream_title,post_type,item_id,item_title,item_description,item_seo_title,item_seo_description,item_thumbnail_url,item_canonical_url,item_tags,item_hidden,item_published_at,author_first_name,author_last_name,item_url
Zendesk Blog,post,478489448,Dale la bienvenida a Zendesk Explore,"Con Zendesk Explore, obtendrás acceso instantáneo a los análisis importantes, además de un entendimiento más profundo de tus clientes y del negocio que se deriva de ello.",Dale la bienvenida a Zendesk Explore,"Con Zendesk Explore, obtendrás acceso instantáneo a los análisis importantes, además de un entendimiento más profundo de tus clientes y del negocio que se deriva de ello.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViZWIwOWExYjZiYjYuanBnJnZlcnNpb249MDAwMCZzaWc9MjVmMmE2MjkxMjI5NGMxMWI1YjA3YTFiNDUxZjVhOTQ%253D,bienvenida-zendesk-explore,"Zendesk Explore,Zendesk,atención al cliente,omnichannel",FALSE,2018-11-13 12:30:35,,,https://recursos.zendesk.com.mx/blog/bienvenida-zendesk-explore
Zendesk Blog,post,366672677,De qué manera las empresas pueden mejorar la experiencia para el cliente con el aprendizaje de máquinas,,,,http://images.hello.zendesk.com/EloquaImages/clients/ZendeskInc/%7B67c84ee3-0a74-4af7-8241-fa228313db7a%7D_Csat_Blog_new.png,,,FALSE,2017-09-14 17:49:12,Pedro,Muller,https://recursos.zendesk.com.mx/blog/de-qué-manera-las-empresas-pueden-mejorar-la-experiencia-para-el-cliente-con-el-aprendizaje-de-máquinas-2
Zendesk Blog,post,421658874,Distinga sus marcas con experiencias únicas del Centro de ayuda,"Las marcas que pertenecen a una misma empresa matriz tienen clientelas, identidades de marca y personalidades únicas. ¿Por qué no los Centros de ayuda?",Distinga sus marcas con experiencias únicas del Centro de ayuda,"Las marcas que pertenecen a una misma empresa matriz tienen clientelas, identidades de marca y personalidades únicas. ¿Por qué no los Centros de ayuda?",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhYzI5ZmQ5OTU0NjEucG5nJnZlcnNpb249MDAwMCZzaWc9ZmRkMDFjZWNiNWI0ZDkwZjEyNmU0YTZkNDI2ODU1MzA%253D,ventajas-varios-centros-de-ayuda,,FALSE,2018-04-02 17:26:09,,,https://recursos.zendesk.com.mx/blog/ventajas-varios-centros-de-ayuda
Zendesk Blog,post,435731393,El aprendizaje profundo en AWS: el aliado de Zendesk,"Zendesk brinda a los clientes respuestas más eficaces con Answer Bot gracias al aprendizaje profundo. Para eso, confiamos en Amazon Web Services.",El aprendizaje profundo en AWS: el aliado de Zendesk,"Zendesk brinda a los clientes respuestas más eficaces con Answer Bot gracias al aprendizaje profundo. Para eso, confiamos en Amazon Web Services.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViMDM0OWU4YTVjMzYucG5nJnZlcnNpb249MDAwMCZzaWc9YTdlM2QxYjBhNGM4NjE0YTliYzQ0OTI0ZTZhNGVlYWE%253D,aprendizaje-profundo-AWS-aliado-Zendesk,"atención al cliente,answer bot,Inteligencia Artificial,Zendesk,experiencias,Amazon Web Services,tensor flow,clientes,respuestas,servicio al cliente",FALSE,2018-05-21 18:38:15,,,https://recursos.zendesk.com.mx/blog/el-aprendizaje-profundo-en-aws-el-aliado-de-zendesk
Zendesk Blog,post,427659642,El impacto de los medios sociales en la atención al cliente,"¿Cuál es el impacto real de los medios sociales en la atención al cliente, y cómo usarlos para comunicarse con el público?",El impacto de los medios sociales en la atención al cliente,"¿Cuál es el impacto real de los medios sociales en la atención al cliente, y cómo usarlos para comunicarse con el público?",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhZGUxYmQ4MGJkNzIucG5nJnZlcnNpb249MDAwMCZzaWc9OWQ1YWVmOTIyYTA1NjRlY2NhNmIxNmY1NzQzNzllMTQ%253D,el-impacto-de-los-medios-sociales-en-la-atencion-al-cliente,"medios sociales,atención,cliente,atención al cliente",FALSE,2018-04-23 13:48:35,,,https://recursos.zendesk.com.mx/blog/el-impacto-de-los-medios-sociales-en-la-atencion-al-cliente
Zendesk Blog,post,406789719,"En Zendesk Presents, como en Netflix, siempre hay algo para ver","Mitch Lowe, cofundador de Netflix y CEO de MoviePass, será orador invitado de Zendesk Presents en Ciudad de México. ¿Te lo vas a perder? Regístrate.","En Zendesk Presents, como en Netflix, siempre hay algo para ver","Mitch Lowe, cofundador de Netflix y CEO de MoviePass, será orador invitado de Zendesk Presents en Ciudad de México. ¿Te lo vas a perder? Regístrate.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhN2M3MTc2MzljNWEucG5nJnZlcnNpb249MDAwMCZzaWc9MDAzMzhmM2NlNmRlZjY1MjFlZTM3M2JiZDBkNWU2MGQ%253D,zendesk-presents-netflix-siempre-algo-para-ver,"Zendesk,zendesk presents,zendesk mexico,netflix",FALSE,2018-02-08 10:49:49,,,https://recursos.zendesk.com.mx/blog/en-zendesk-presents-como-en-netflix-siempre-hay-algo-para-ver
Zendesk Blog,post,372072678,Estrategia omnichannel exitosa Cross channel y omnichannel: entienda la innovación en la atención al cliente ,Cross channel y omnichannel: entienda la innovación en la atención al cliente y adopte una estrategia 360º.,,Cross channel y omnichannel: entienda la innovación en la atención al cliente y adopte una estrategia 360º.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzU5ZDUyN2EzOWZjY2UucG5nJnZlcnNpb249MDAwMCZzaWc9MjllNDhlMGJhNmJhNmI3Y2M5YTA1NTg1MjVlNjk4MDk%253D,,"#Zendesk,#Omnichannel,#AtenciónAlCliente,#CrossChannel,#RelaciónConElCliente,#Estrategia",FALSE,2017-10-04 14:31:17,,,https://recursos.zendesk.com.mx/blog/estrategia-omnichannel-exitosa-cross-channel-y-omnichannel-entienda-la-innovación-en-la-atención-al-cliente
Zendesk Blog,post,366672593,Historia de Clientes - Petsy,,,,http://images.hello.zendesk.com/EloquaImages/clients/ZendeskInc/%7B5b53ccc7-2e7c-4681-af64-5a3283b2a2bc%7D_petsy.jpg,,,FALSE,2017-09-14 17:48:21,Pedro,Muller,https://recursos.zendesk.com.mx/blog/historia-de-clientes-petsy-2
Zendesk Blog,post,387816613,Implementa una estrategia de soporte omnicanal centrada en el cliente,La mejor estrategia omnicanal está diseñada alrededor del cliente. Sigue leyendo para saber cómo implementarla.,Implementa una estrategia de soporte omnicanal centrada en el cliente,La mejor estrategia omnicanal está diseñada alrededor del cliente. Sigue leyendo para saber cómo implementarla.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhMjFkZjY0OGE5NGQucG5nJnZlcnNpb249MDAwMCZzaWc9MDExODFmMzJiODVkMTM5YzZiMTVlMzhkOGU1MmRkZWY%253D,estrategia-soporte-omnicanal-centrada-cliente,"#Soporte Omnicanal,#Estrategia,#Canal de Soporte,#cliente #zendesk",FALSE,2017-12-01 17:55:52,Juan,Ricardo Leyva,https://recursos.zendesk.com.mx/blog/implementa-una-estrategia-de-soporte-omnicanal-centrada-en-el-cliente
Zendesk Blog,post,370152308,"Inteligencia artificial, aprendizaje de máquina, computación cognitiva: ¡localícese!","Conozca los términos más importantes de la transformación digital: 
IA, aprendizaje de máquina y computación cognitiva.",,"Conozca los términos más importantes de la transformación digital: 
IA, aprendizaje de máquina y computación cognitiva.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzU5ZDU1MWFhNmViNDMucG5nJnZlcnNpb249MDAwMCZzaWc9Mjk2YzU3YjU1NjI1MzkxOTVhNTA2N2RkZGU1NTQyYzI%253D,,"Inteligencia Artificial,Zendesk,Computacion Cognitiva,AI",FALSE,2017-09-29 18:21:00,,,https://recursos.zendesk.com.mx/blog/inteligencia-artificial-aprendizaje-de-máquina-computación-cognitiva-localícese
Zendesk Blog,post,434563019,Introducción a Zendesk Suite,"Zendesk tiene el placer de anunciar su más nuevo lanzamiento: Zendesk Suite, que combina Zendesk Support, Guide, Chat y Talk en una única solución omnicanal.",Introducción a Zendesk Suite,,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhZmRjMjgwMWRjMmYucG5nJnZlcnNpb249MDAwMCZzaWc9Y2NhOTBiMjQzYzI2NDk4NjlkMTEyYzQzYTY3YzlmMzQ%253D,introduccion-a-zendesk-suite,"Zendesk Suite,Zendesk Chat,zendesk support,Zendesk Talk,zendesk guide,atención al cliente,omnicanal,software,omnichannel",FALSE,2018-05-17 13:57:29,,,https://recursos.zendesk.com.mx/blog/introducción-a-zendesk-suite
Zendesk Blog,post,408471867,"La atención al cliente no tiene medida, ¿o sí?",Medir el desempeño de la atención al cliente puede significar la diferencia entre el éxito y el fracaso. Conoce por qué en este artículo de Zendesk.,"La atención al cliente no tiene medida, ¿o sí?",Medir el desempeño de la atención al cliente puede significar la diferencia entre el éxito y el fracaso. Conoce por qué en este artículo de Zendesk.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhODQ2NGM5M2ZiZWIucG5nJnZlcnNpb249MDAwMCZzaWc9Zjc4ZDNkMjk4MTU2ZGE5ZjExOGI2OTAxNDhhM2E1YmQ%253D,atencion-al-cliente-no-tiene-medida-o-si,"atención,atención al cliente,Zendesk,zendesk support,Customer experience",FALSE,2018-02-14 11:34:48,,,https://recursos.zendesk.com.mx/blog/atencion-al-cliente-no-tiene-medida-o-si
Zendesk Blog,post,398618600,"La atención al cliente, según pasan los siglos",La atención al cliente evolucionó tanto en un siglo y medio que resulta difícil de creer. Mira cómo fue que llegamos a hablar con robots.,"La atención al cliente, según pasan los siglos",La atención al cliente evolucionó tanto en un siglo y medio que resulta difícil de creer. Mira cómo fue que llegamos a hablar con robots.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhNTUwMDBkZTE3OTQucG5nJnZlcnNpb249MDAwMCZzaWc9YWEwZTY5Y2UwNjQ4YzgzMmMwNWZmYjdhYTlkZTM1MWY%253D,atencion-cliente-pasan-los-siglos-zendesk,"atención al cliente,Zendesk,servicio al cliente,Customer experience,Chat,Zendesk Chat",FALSE,2018-01-10 13:27:11,,,https://recursos.zendesk.com.mx/blog/atencion-cliente-pasan-los-siglos
Zendesk Blog,post,477515849,La Inteligencia Artificial se subió al escenario del CX Day Argentina,"Adrian McDermott, Presidente de Productos de Zendesk, estuvo en CX Day Argentina 2018 para hablar sobre cómo la IA puede ayudar a mejorar las experiencias de los clientes. Sigue leyendo.",La Inteligencia Artificial se subió al escenario del CX Day Argentina,"Adrian McDermott, Presidente de Productos de Zendesk, estuvo en CX Day Argentina 2018 para hablar sobre cómo la IA puede ayudar a mejorar las experiencias de los clientes. Sigue leyendo.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViZTU4ZTJmNjViODIuanBnJnZlcnNpb249MDAwMCZzaWc9MThiZTRjNDRkYzE0MTIxODJmNTk5NzQ0Y2U0YmFlZjY%253D,inteligencia-artificial-cx-day-argentina,"#CXArgentina,Argentina,Adrian McDermott,Inteligencia Artificial,autoservicio,atención al cliente",FALSE,2018-11-09 8:40:35,Daniella,De Caprio,https://recursos.zendesk.com.mx/blog/inteligencia-artificial-cx-day-argentina
Zendesk Blog,post,388527646,La Paradoja de Elegir un Canal,"Es bueno ofrecer todos los canales de soporte, pero no todo el tiempo ni en todas partes. Conoce cómo guiar a los clientes al mejor canal de soporte.",La paradoja de elegir un canal,"Es bueno ofrecer todos los canales de soporte, pero no todo el tiempo ni en todas partes. Conoce cómo guiar a los clientes al mejor canal de soporte.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhMjVhYjk2OWZlMDYucG5nJnZlcnNpb249MDAwMCZzaWc9ZTdmODZjYjI1YTYzNGQ3NDU4NTlmOGE3OGQ5ZWRiZDE%253D,paradoja-elegir-canal,"#Paradoja,#eleccion,#Canal,#Canal de Soporte,#Zendesk,#Chat en Vivo",FALSE,2017-12-04 15:10:28,,,https://recursos.zendesk.com.mx/blog/la-paradoja-de-elegir-un-canal
Zendesk Blog,post,440355464,Las 6 relaciones que no conviene estropear en el mundo de las startup,"Mikkel Svane, CEO de Zendesk, nos cuenta acerca de las 6 relaciones que no conviene estropear en ""startuplandia"".",Las 6 relaciones que no conviene estropear en el mundo de las startup,"Mikkel Svane, CEO de Zendesk, nos cuenta acerca de las 6 relaciones que no conviene estropear en ""startuplandia"".",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViMWVjMGMxMmNiMjcucG5nJnZlcnNpb249MDAwMCZzaWc9ZGFhZWY1MjgzNzYzNjRlMDU5MTQyMTlkMDQ1YWE4MTU%253D,las-6-relaciones-que-no-conviene-estropear-en-el-mundo-de-las-startup,"startuplandia,atención al cliente,Zendesk,startup,relaciones",FALSE,2018-06-11 14:35:30,,,https://recursos.zendesk.com.mx/blog/las-6-relaciones-que-no-conviene-estropear-en-el-mundo-de-las-startup
Zendesk Blog,post,480848681,Libérate con Zendesk Sunshine,"Bienvenido a Zendesk Sunshine, la nueva plataforma de CRM abierta y flexible. Presentamos Sunshine en la conferencia Relate, como una manera de ayudar a los negocios a liberarse.",Libérate con Zendesk Sunshine,"Bienvenido a Zendesk Sunshine, la nueva plataforma de CRM abierta y flexible. Presentamos Sunshine en la conferencia Relate, como una manera de ayudar a los negocios a liberarse.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViZjgxMGQwMTE5NzkucG5nJnZlcnNpb249MDAwMCZzaWc9NGYyZjgzZGQ3OWFjNTBjNjZhN2M1NTI3NjA1ZGYxZmQ%253D,liberate-con-zendesk-sunshine,"Zendesk sunshine,Zendesk sell,Zendesk Explore,plataforma,CRM",FALSE,2018-11-23 9:39:36,Daniella,De Caprio,https://recursos.zendesk.com.mx/blog/liberate-con-zendesk-sunshine
Zendesk Blog,post,366672407,Llene los vacíos en autoservicio,,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_NewZendeskHeaders/Blog-Image-01-self-service.png,,,FALSE,2017-09-14 17:45:19,Pedro,Muller,https://recursos.zendesk.com.mx/blog/llene-los-vacíos-en-autoservicio-2
Zendesk Blog,post,366672575,Manual de bolsillo de los productos Zendesk,,,,http://images.hello.zendesk.com/EloquaImages/clients/ZendeskInc/%7B4004b609-9928-4ebe-bbee-d6299b89a836%7D_ZendeskPocketGuide-Image-Spanish.png,,,FALSE,2017-09-14 17:47:35,Pedro,Muller,https://recursos.zendesk.com.mx/blog/manual-de-bolsillo-de-los-productos-zendesk-2
Zendesk Blog,post,446203919,Mundial de atención al cliente 2018,"Además del mundial, países de todo el mundo compiten por la mejor atención al cliente, ¿quién llevará la delantera? ¡Descúbrelo en este artículo!",Mundial de atención al cliente 2018,"Además del mundial, países de todo el mundo compiten por la mejor atención al cliente, ¿quién llevará la delantera? ¡Descúbrelo en este artículo!",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViM2ZhNjQ0MmFmMzMucG5nJnZlcnNpb249MDAwMCZzaWc9NGY0NmI4YmY4YzEzMDljZjk0MjY2ZDJmODM4OWY1NDc%253D,mundial-de-atencion-al-cliente,"Mundial,atención al cliente,Zendesk,Zendesk Benchmark",FALSE,2018-07-06 13:26:14,,,https://recursos.zendesk.com.mx/blog/mundial-de-atencion-al-cliente
Zendesk Blog,post,446905310,Nueva investigación de Zendesk: la estrategia omnicanal y una mejor atención al cliente,Descubre cuál es la esencia del modelo omnicanal.,Nueva investigación de Zendesk: la estrategia omnicanal y una mejor atención al cliente,Descubre cuál es la esencia del modelo omnicanal.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViNDNhYzc2MGRkMGQucG5nJnZlcnNpb249MDAwMCZzaWc9NThmYjc1MDRjZmQxZDJjNDI2YmRjODVhNzU2YWMwNTk%253D,nueva-investigacion-de-zendesk-la-estrategia-omnicanal-y-una-mejor-atencion-al-cliente,"Zendesk,omnicanal,atención al cliente,software de atención al cliente,CRM,customer care,Customer support",FALSE,2018-07-09 14:44:25,,,https://recursos.zendesk.com.mx/blog/nueva-investigacion-de-zendesk-la-estrategia-omnicanal-y-una-mejor-atencion-al-cliente
Zendesk Blog,post,426840432,Omnichannel: un giro de 180° para una atención de 360°,"Más opciones, más desafíos. La atención al cliente está cambiando, en todo sentido. Mira por qué una estrategia omnichannel puede ser la adecuada.",Zendesk y omnichannel: un giro de 180° para una atención de 360°,"Más opciones, más desafíos. La atención al cliente está cambiando, en todo sentido. Mira por qué una estrategia omnichannel puede ser la adecuada.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhZGEzYzlmNmQxYTgucG5nJnZlcnNpb249MDAwMCZzaWc9ZDkwNzEzMWQ1MmZhMzViNmE1NjJiNDExMTgzYTUzNzg%253D,omnichannel-un-giro-de-180-para-una-atencion-de-360,"Zendesk,omnichannel,atención,atención al cliente,cliente",FALSE,2018-04-20 16:42:07,,,https://recursos.zendesk.com.mx/blog/omnichannel-un-giro-de-180-para-una-atencion-de-360
Zendesk Blog,post,421660293,Pistas de contenido para Zendesk Guide Enterprise,Hemos decidido simplificar la creación del contenido de ayuda que los clientes desean. Tenemos la satisfacción de presentar Pistas de contenido para Zendesk Guide Enterprise.,Presentación pistas de contenido,Hemos decidido simplificar la creación del contenido de ayuda que los clientes desean. Tenemos la satisfacción de presentar Pistas de contenido para Zendesk Guide Enterprise.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhYzJhMGQ5MzIzZmEucG5nJnZlcnNpb249MDAwMCZzaWc9ZWUyMjQwYjI4M2Y5YWE1MWFjOTRmOWQ2NWU3MGI5ZmE%253D,presentacion-pistas-de-contenido,,FALSE,2018-04-02 17:30:12,,,https://recursos.zendesk.com.mx/blog/presentacion-pistas-de-contenido
Zendesk Blog,post,398623535,Prácticas para poner en práctica el chat en vivo,El chat en vivo es uno de los canales de atención preferidos por los clientes. Conoce por qué y cómo implementarlo fácilmente en tu sitio web.,Prácticas para poner en práctica el chat en vivo de Zendesk,El chat en vivo es uno de los canales de atención preferidos por los clientes. Conoce por qué y cómo implementarlo fácilmente en tu sitio web.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhNTYxNjY3ZGMyM2IucG5nJnZlcnNpb249MDAwMCZzaWc9YWM0NmExOGE0MDc1MmE2YTUyMjZiN2IzZjUwYzI2OGE%253D,chat-en-vivo-zendesk,"Chat,chat en vivo,Zendesk,Zendesk Chat,atención al cliente,soporte,Customer experience",FALSE,2018-01-10 13:46:08,,,https://recursos.zendesk.com.mx/blog/chat-en-vivo-zendesk
Zendesk Blog,post,426557100,Presentación de Guide Enterprise,Presentación de Guide Enterprise,Presentación de Guide Enterprise,Presentación de Guide Enterprise,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhZDhlNWIzZTBmMmUucG5nJnZlcnNpb249MDAwMCZzaWc9YjMxNGFlNWM4YzU1NjdkNDRhZmE2YTg3ZjkwZjcyZjQ%253D,presentacion-de-guide-enterprise,zendesk guide enterprise,FALSE,2018-04-19 14:54:57,,,https://recursos.zendesk.com.mx/blog/presentacion-de-guide-enterprise
Zendesk Blog,post,421655565,Presentamos Zendesk Guide Enterprise,"una excelente experiencia de autoservicio es una estrategia clave para aumentar la satisfacción del cliente, reducir los costos de soporte e incrementar el compromiso de los agentes internos.",Presentamos Zendesk Guide Enterprise,"una excelente experiencia de autoservicio es una estrategia clave para aumentar la satisfacción del cliente, reducir los costos de soporte e incrementar el compromiso de los agentes internos.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhYzI5ZDUzZTYyYmIucG5nJnZlcnNpb249MDAwMCZzaWc9ZWMzZDQ4MmE0M2Y0N2Y0NTE3NGI5ZGViM2M4YzM3MzQ%253D,https://recursos.zendesk.com.mx/blog/presentacion-guide-enterprise/,zendesk guide enterprise,FALSE,2018-04-02 17:17:05,,,https://recursos.zendesk.com.mx/blog/presentacion-guide-enterprise
Zendesk Blog,post,387813109,Presta atención a la transformación digital,"La transformación digital llega a todas partes, incluida la atención al cliente. Una buena experiencia de cliente es fundamental para el éxito.",Presta atención a la transformación digital,"La transformación digital llega a todas partes, incluida la atención al cliente. Una buena experiencia de cliente es fundamental para el éxito.",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhMjFkOTg5MjAzMjUucG5nJnZlcnNpb249MDAwMCZzaWc9ODIzNDcxNmY2MDJiZWRlOTFmMDJkMTg4M2U0OGViNWU%253D,presta-atencion-transformacion-digital,"#TransformacionDigital,#AtenciónAlCliente,#digital,#Experencia de los Clientes,#Zendesk",FALSE,2017-12-01 17:46:35,Juan,Ricardo Leyva,https://recursos.zendesk.com.mx/blog/presta-atención-a-la-transformación-digital
Zendesk Blog,post,366671393,Primeros pasos con Zendesk Guide: estrategias y mejores prácticas,,,,https://d26a57ydsghvgx.cloudfront.net/content/resources/Guide%20Blog%20Image_680x360%20%281%29.png,,,FALSE,2017-09-14 17:43:52,Pedro,Muller,https://recursos.zendesk.com.mx/blog/primeros-pasos-con-zendesk-guide-estrategias-y-mejores-prácticas-2
Zendesk Blog,post,480352658,Proporcionar autoservicio automatizado allí donde los clientes (y los agentes) más lo necesitan,Answer Bot puede ayudar a las compañías a reducir su volumen de tickets y dar más autonomía a los clientes.,Proporcionar autoservicio automatizado allí donde los clientes (y los agentes) más lo necesitan,Answer Bot puede ayudar a las compañías a reducir su volumen de tickets y dar más autonomía a los clientes.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViZjU1ZGM3NDI3MTQucG5nJnZlcnNpb249MDAwMCZzaWc9MjFmZTQ4ZWQ2OGVkMGJhNTVlMjg2YzQ4NmIxMjFlN2Y%253D,proporcionar-autoservicio-automatizado-donde-los-clientes-y-los-agentes-mas-lo-necesitan,"autonomia,agentes,Inteligencia Artificial,answer bot,autoservicio",FALSE,2018-11-21 8:30:44,Daniella,De Caprio,https://recursos.zendesk.com.mx/blog/proporcionar-autoservicio-automatizado-donde-los-clientes-y-los-agentes-mas-lo-necesitan
Zendesk Blog,post,388514920,Qué Opinan Los Agentes: Pon Todas Las Piezas En Su Sitio,"Cuando se trata de la satisfacción del agente, hay que ir más allá de una comprensión superficial y dar pasos concretos para alcanzarla. Conoce cómo.",Qué opinan los agentes: pon todas las piezas en su sitio,"opinión, agentes, encuestas, satisfacción",https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhMjVhMjRkZTNhNDIucG5nJnZlcnNpb249MDAwMCZzaWc9MjA0ZTg2NDk1OGQ4M2U5YzYwYTgyMGM1ZDlhYjEzMGU%253D,opinion-agentes-pon-las-piezas-en-su-sitio,"#opinion,#Agentes,#encuestas,#Zendesk,#satisfaccionAlCliente",FALSE,2017-12-04 14:30:46,Juan,Ricardo Leyva,https://recursos.zendesk.com.mx/blog/qué-opinan-los-agentes-pon-todas-las-piezas-en-su-sitio
Zendesk Blog,post,387827752,Reduce el estrés del contacto constante,El rechazo al teléfono está creciendo. Te contamos cómo desterrar esa sensación de terror y terminar con el sudor en tus palmas.,Reduce el estrés del contacto constante,El rechazo al teléfono está creciendo. Te contamos cómo desterrar esa sensación de terror y terminar con el sudor en tus palmas.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhMjFlYzU3YzkxMDcucG5nJnZlcnNpb249MDAwMCZzaWc9MWU4OTJkMGM5MTI5MTczMzlkNjU5ZTk0Y2VkZjJkOGM%253D,reduce-estres-contacto-telefonico,"#contato,#zen,#estres,#agemte,#llamadas",FALSE,2017-12-01 0:00:00,Juan,Ricardo Leyva,https://recursos.zendesk.com.mx/blog/reduce-el-estrés-del-contacto-constante
Zendesk Blog,post,451980485,Repeat Customer: el secreto detrás de las excelentes experiencias de atención al cliente,Descubre el secreto detrás de las mejores experiencias de atención al cliente en esta nueva serie de podcast.,Repeat Customer: el secreto detrás de las excelentes experiencias de atención al cliente,Descubre el secreto detrás de las mejores experiencias de atención al cliente en esta nueva serie de podcast.,https://content.cdntwrk.com/files/aHViPTY2NDg5JmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViNWY4YzhjOTVkOWIucG5nJnZlcnNpb249MDAwMCZzaWc9MWZhMTk3ZDBiYzc2MmU5NjkyZWM0NDZhZWE5ZmJlNjA%253D,repeat-customer-el-secreto-detras-de-las-excelentes-experiencias-de-atencion-al-cliente,"Zendesk,atención al cliente,software de atención al cliente,Customer experience,Podcast",FALSE,2018-07-30 18:13:45,,,https://recursos.zendesk.com.mx/blog/repeat-customer-el-secreto-detras-de-las-excelentes-experiencias-de-atencion-al-cliente
