source_stream_title,post_type,item_id,item_title,item_description,item_seo_title,item_seo_description,item_thumbnail_url,item_tags,item_hidden,item_published_at,author_first_name,author_last_name,item_url
Historias de Clientes ,customer_lp,480111197,Estado do Tennessee,O Estado do Tennessee teve uma melhoria de 35% no CSAT por telefone com a solução omnichannel da Zendesk,Estado do Tennessee,O Estado do Tennessee teve uma melhoria de 35% no CSAT por telefone com a solução omnichannel da Zendesk,https://content.cdntwrk.com/files/aHViPTY2NjMzJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViZjQxOWNkNjhjMDYucG5nJnZlcnNpb249MDAwMCZzaWc9MTM3YTU4YzI2NGVlZjdiN2ZiMDUwNjFiMTUyNWM0M2Y%253D,"américas,Guide,governo,Chat,Support,Talk",FALSE,2018-11-20 9:28:11,Daniella,De Caprio,https://recursos.zendesk.com.br/história-de-clientes/estado-do-tennessee
Historias de Clientes ,customer_lp,387791095,Evernote,"O conteúdo de suporte é oferecido em 30 idiomas, a equipe oferece suporte por email em 9 idiomas e por chat em tempo real em 3 idiomas graças a agentes de suporte no mundo todo.",Evernote,"O conteúdo de suporte é oferecido em 30 idiomas, a equipe oferece suporte por email em 9 idiomas e por chat em tempo real em 3 idiomas graças a agentes de suporte no mundo todo.",https://content.cdntwrk.com/files/aHViPTY2NjMzJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhMjFjNjA1NWNjZDQuanBnJnZlcnNpb249MDAwMCZzaWc9ZjVjZWY0OTNlNjM5ZDFjNjExOThiMzM5MThkZmMyNGQ%253D,"evernote,histórias de clientes,tickets,atendimento ao cliente,Zendesk",FALSE,2017-12-01 16:16:02,,,https://recursos.zendesk.com.br/história-de-clientes/evernote
Historias de Clientes ,customer_lp,485927747,Experiência do Cliente é prioridade para Magazine Luiza ,Magalu aposta nas soluções da Zendesk para aumentar a satisfação do cliente,Experiência do Cliente é prioridade para Magazine Luiza,Magalu aposta nas soluções da Zendesk para aumentar a satisfação do cliente,https://content.cdntwrk.com/files/aHViPTY2NjMzJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVjMTNhOThlNzU3YWEucG5nJnZlcnNpb249MDAwMCZzaWc9OTU2MDY4MDhlMTZjOGYyMTM3ZmY2ZGEyODExMDNjMTg%253D,"Magazine Luiza,experiência do cliente,zendesk support,zendesk guide",FALSE,2018-12-14 8:01:15,Daniella,De Caprio,https://recursos.zendesk.com.br/história-de-clientes/experiencia-do-cliente-e-prioridade-para-magazine-luiza
Historias de Clientes ,customer_lp,383250580,Fossil,,História de Clientes - Fossil,,https://content.cdntwrk.com/files/aHViPTY2NjMzJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhMGI4YTdlZjI4OGIuanBnJnZlcnNpb249MDAwMCZzaWc9NTgwMmUyNWVjN2I4YzQ1ZjE1YWM5ZDNjMTA5ZWY4NTg%253D,,FALSE,2017-11-14 19:26:50,Pedro,Muller,https://recursos.zendesk.com.br/história-de-clientes/fossil
Historias de Clientes ,customer_lp,480100607,Groupon,O Groupon escolheu o Zendesk Support para ajudar a dimensionar o suporte aos seus negócios internacionais,groupon,O Groupon escolheu o Zendesk Support para ajudar a dimensionar o suporte aos seus negócios internacionais,https://content.cdntwrk.com/files/aHViPTY2NjMzJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViZjQwN2I3MzQ1NmEuanBnJnZlcnNpb249MDAwMCZzaWc9OTE3ODYxZDUwMzJlY2NlZjI3M2ZkZTAwOTY4NWZiYTM%253D,"varejo,comercio,Support",FALSE,2018-11-20 8:13:57,Daniella,De Caprio,https://recursos.zendesk.com.br/história-de-clientes/groupon
Historias de Clientes ,customer_lp,399120771,Grupo IN,Caso de sucesso do Grupo IN com a Zendesk.,Grupo IN,Caso de sucesso do Grupo IN com a Zendesk.,https://zen-marketing-pt.s3.amazonaws.com/pt/in.jpg,"Grupo IN,Zendesk,Caso de sucesso,histórias de clientes,atendimento ao cliente,customer success",FALSE,2018-01-12 10:38:20,,,https://recursos.zendesk.com.br/história-de-clientes/grupo-in
Historias de Clientes ,customer_lp,387489541,Hotel Urbano,"Com pouco mais de cinco anos de existência, a agência de viagens online Hotel Urbano é a empresa que mais comercializa hospedagens pela internet no Brasil.",Hotel Urbano,"Com pouco mais de cinco anos de existência, a agência de viagens online Hotel Urbano é a empresa que mais comercializa hospedagens pela internet no Brasil.",https://content.cdntwrk.com/files/aHViPTY2NjMzJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhMjA1ZTY3NTNlYWEuanBnJnZlcnNpb249MDAwMCZzaWc9MzYzZjVjNTZlNzRmNGYzYWUyODU2MTk0ZTJlMTM2ZmE%253D,"Hotel Urbano,Customer Case,histórias de clientes",FALSE,2017-11-30 14:39:28,,,https://recursos.zendesk.com.br/história-de-clientes/hotel-urbano
Historias de Clientes ,customer_lp,480107978,L'Oréal,A L'Oréal da Alemanha monitora as tendências do setor utilizando o Zendesk Support,L'Oréal,A L'Oréal da Alemanha monitora as tendências do setor utilizando o Zendesk Support,https://content.cdntwrk.com/files/aHViPTY2NjMzJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViZjQxM2UyYTBmMWIuanBnJnZlcnNpb249MDAwMCZzaWc9NzMxMzk2OWE1ZjlkMjkxMWNkYTk3ZjZkNTVkMjgwM2U%253D,"europa,varejo,comercio electronico,Support",FALSE,2018-11-20 9:03:19,Daniella,De Caprio,https://recursos.zendesk.com.br/história-de-clientes/loreal
Historias de Clientes ,customer_lp,390778608,Loggi,A Loggi é uma plataforma online de entrega expressa que conecta os clientes diretamente com o mensageiro por meio do computador ou do celular.,Loggi,A Loggi é uma plataforma online de entrega expressa que conecta os clientes diretamente com o mensageiro por meio do computador ou do celular.,https://p6.zdassets.com/hc/theme_assets/653112/200064797/mensageiro.png,"Zendesk,Loggi,zendesk support,Customer Case,histórias de clientes",FALSE,2017-12-12 13:14:25,,,https://recursos.zendesk.com.br/história-de-clientes/loggi
Historias de Clientes ,customer_lp,480613634,Loggi,Parceria com Zendesk revoluciona logística de entregas expressas,Loggi,Parceria com Zendesk revoluciona logística de entregas expressas,https://content.cdntwrk.com/files/aHViPTY2NjMzJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViZjZjMDJhODhiOTYucG5nJnZlcnNpb249MDAwMCZzaWc9MDg0ZDEzNWI5ODAwNDYxN2UwNWUxZjVhY2JmMzJmMTI%253D,"Loggi,Support,Guide,Talk,atendimento ao cliente,experiência ao cliente,omnichannel",FALSE,2018-11-22 9:42:39,Daniella,De Caprio,https://recursos.zendesk.com.br/história-de-clientes/loggi-2
